"","Região","Subsetor","Trabalhadores"
"498","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",3
"499","Centro","Serviços médicos, odontológicos e veterinários",3
"500","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",3
"501","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",1
"502","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",2
"503","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",11
"504","Centro","Comércio varejista",4
"505","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",3
"506","Centro","Construçao civil",6
"507","Centro","Construçao civil",0
"508","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",1
"509","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",4
"510","Centro","Comércio varejista",0
"511","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",8
"512","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",5
"513","Centro","Comércio varejista",5
"514","Centro","Comércio varejista",1
"515","Centro","Construçao civil",7
"516","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",1
"517","Centro","Comércio varejista",25
"518","Centro","Comércio varejista",2
"519","Centro","Instituiçoes de crédito, seguros e capitalizaçao",1
"520","Centro","Ensino",3
"521","Centro","Comércio varejista",1
"522","Centro","Comércio varejista",1
"523","Centro","Ensino",0
"524","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",1
"525","Centro","Comércio varejista",0
"526","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",10
"527","Centro","Transportes e comunicaçoes",3
"528","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"529","Centro","Comércio atacadista",3
"530","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",3
"531","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",1
"532","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",10
"533","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",28
"534","Centro","Comércio varejista",10
"535","Centro","Construçao civil",0
"536","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"537","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",1
"538","Centro","Comércio atacadista",0
"539","Centro","Ensino",5
"540","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",2
"541","Centro","Comércio varejista",3
"542","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",27
"543","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",4
"544","Centro","Comércio varejista",0
"545","Centro","Comércio varejista",1
"546","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"547","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",4
"548","Centro","Transportes e comunicaçoes",31
"549","Centro","Comércio varejista",1
"550","Centro","Construçao civil",18
"551","Centro","Comércio atacadista",1
"552","Centro","Comércio varejista",1
"553","Centro","Comércio varejista",4
"554","Centro","Indústria têxtil do vestuário e artefatos de tecidos",2
"555","Centro","Comércio varejista",0
"556","Centro","Transportes e comunicaçoes",0
"557","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",1
"558","Centro","Comércio varejista",0
"559","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",117
"560","Centro","Comércio varejista",6
"561","Centro","Instituiçoes de crédito, seguros e capitalizaçao",3
"562","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"563","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",4
"564","Centro","Comércio varejista",0
"565","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",2
"566","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"567","Centro","Construçao civil",2
"568","Centro","Comércio varejista",1
"569","Centro","Comércio varejista",2
"570","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",1
"571","Centro","Comércio varejista",0
"572","Centro","Ensino",2
"573","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",1
"574","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",5
"575","Centro","Comércio atacadista",1
"576","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",2
"577","Centro","Comércio varejista",2
"578","Centro","Serviços médicos, odontológicos e veterinários",7
"579","Centro","Serviços médicos, odontológicos e veterinários",3
"580","Centro","Comércio varejista",2
"581","Centro","Comércio varejista",10
"582","Centro","Comércio varejista",4
"583","Centro","Construçao civil",0
"584","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",13
"585","Centro","Comércio varejista",1
"586","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",1
"587","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",3
"588","Centro","Comércio varejista",0
"589","Centro","Comércio varejista",2
"590","Centro","Comércio varejista",1
"591","Centro","Comércio varejista",0
"592","Centro","Comércio varejista",7
"593","Centro","Comércio varejista",0
"594","Centro","Indústria de produtos alimentícios, bebidas e álcool etílico",1
"595","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",5
"596","Centro","Ensino",5
"597","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",7
"598","Centro","Comércio varejista",2
"599","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",35
"600","Centro","Comércio varejista",2
"601","Centro","Serviços médicos, odontológicos e veterinários",1
"602","Centro","Comércio varejista",9
"603","Centro","Comércio varejista",11
"604","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"605","Centro","Transportes e comunicaçoes",6
"606","Centro","Transportes e comunicaçoes",4
"607","Centro","Ensino",1
"608","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",4
"609","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",1
"610","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",1
"611","Centro","Construçao civil",1
"612","Centro","Serviços médicos, odontológicos e veterinários",2
"613","Centro","Comércio varejista",8
"614","Centro","Comércio varejista",5
"615","Centro","Transportes e comunicaçoes",3
"616","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"617","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",17
"618","Centro","Ensino",10
"619","Centro","Transportes e comunicaçoes",4
"620","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",7
"621","Centro","Serviços médicos, odontológicos e veterinários",8
"622","Centro","Comércio varejista",5
"623","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",2
"624","Centro","Transportes e comunicaçoes",6
"625","Centro","Comércio varejista",3
"626","Centro","Ensino",0
"627","Centro","Construçao civil",0
"628","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",6
"629","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",1
"630","Centro","Comércio varejista",8
"631","Centro","Serviços médicos, odontológicos e veterinários",7
"632","Centro","Serviços médicos, odontológicos e veterinários",1
"633","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",4
"634","Centro","Serviços médicos, odontológicos e veterinários",11
"635","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",10
"636","Centro","Transportes e comunicaçoes",3
"637","Centro","Comércio varejista",5
"638","Centro","Comércio varejista",5
"639","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",2
"640","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",22
"641","Centro","Construçao civil",4
"642","Centro","Construçao civil",11
"643","Centro","Construçao civil",8
"644","Centro","Construçao civil",12
"645","Centro","Construçao civil",24
"646","Centro","Construçao civil",10
"647","Centro","Construçao civil",20
"648","Centro","Construçao civil",16
"649","Centro","Construçao civil",4
"650","Centro","Construçao civil",13
"651","Centro","Comércio varejista",1
"652","Centro","Serviços médicos, odontológicos e veterinários",1
"653","Centro","Comércio varejista",9
"654","Centro","Ensino",2
"655","Centro","Transportes e comunicaçoes",3
"656","Centro","Ensino",6
"657","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",10
"658","Centro","Comércio varejista",16
"659","Centro","Instituiçoes de crédito, seguros e capitalizaçao",2
"660","Centro","Comércio varejista",1
"661","Centro","Comércio varejista",2
"662","Centro","Comércio varejista",3
"663","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",3
"664","Centro","Comércio atacadista",0
"665","Centro","Ensino",18
"666","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",2
"667","Centro","Serviços médicos, odontológicos e veterinários",5
"668","Centro","Transportes e comunicaçoes",1
"669","Centro","Comércio varejista",0
"670","Centro","Comércio varejista",0
"671","Centro","Serviços médicos, odontológicos e veterinários",2
"672","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",3
"673","Centro","Instituiçoes de crédito, seguros e capitalizaçao",6
"674","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",3
"675","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",2
"676","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",3
"677","Centro","Comércio atacadista",5
"678","Centro","Comércio varejista",0
"679","Centro","Indústria têxtil do vestuário e artefatos de tecidos",4
"680","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",19
"681","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",3
"682","Centro","Serviços médicos, odontológicos e veterinários",1
"683","Centro","Comércio varejista",2
"684","Centro","Agricultura, silvicultura, criaçao de animais, extrativismo vegetal",1
"685","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",15
"686","Centro","Comércio varejista",2
"687","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",5
"688","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",15
"689","Centro","Comércio varejista",0
"690","Centro","Comércio varejista",0
"691","Centro","Comércio varejista",7
"692","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",1
"693","Centro","Comércio varejista",1
"694","Centro","Serviços médicos, odontológicos e veterinários",14
"695","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",2
"696","Centro","Comércio varejista",8
"697","Centro","Comércio varejista",3
"698","Centro","Transportes e comunicaçoes",1
"699","Centro","Comércio atacadista",1
"700","Centro","Comércio varejista",2
"701","Centro","Comércio varejista",8
"702","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"703","Centro","Transportes e comunicaçoes",6
"704","Centro","Comércio varejista",3
"705","Centro","Comércio varejista",3
"706","Centro","Comércio varejista",4
"707","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",3
"708","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",2
"709","Centro","Comércio varejista",4
"710","Centro","Comércio varejista",5
"711","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",2
"712","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",86
"713","Centro","Comércio varejista",1
"714","Centro","Ensino",0
"715","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",5
"716","Centro","Ensino",1
"717","Centro","Comércio varejista",6
"718","Centro","Comércio varejista",0
"719","Centro","Serviços médicos, odontológicos e veterinários",1
"720","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",6
"721","Centro","Transportes e comunicaçoes",1
"722","Centro","Indústria têxtil do vestuário e artefatos de tecidos",3
"723","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"724","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",1
"725","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"726","Centro","Construçao civil",6
"727","Centro","Indústria de produtos alimentícios, bebidas e álcool etílico",2
